ID,Firstname,Lastname,Picture,Photographer,Gender,Birthdate,CurrentParty,City,Zipcode,Facebook,Homepage,Instagram,Twitter,Profession,Education,LeisureInterest,PoliticsInterest,Slug
138,Bergur Løkke,Rasmussen,138-bergur-loekke-rasmussen-a-411.jpg,,M,1990-03-04T00:00:00,Moderaterne,Espergærde,3060,https://www.facebook.com/BergurLokkeRasmussen/?ref=embed_page,https://www.bergurloekke.dk/,https://www.instagram.com/Bergurloekke/,https://twitter.com/BergurLokke,Europa-Parlamentariker,Kandidat-/masteruddannelse,"Uddannet cand.merc. fra Copenhagen Business School hvor jeg under uddannelsen var på udveksling på Harvard University og M.I.T. 
Siden 2009 været tilknyttet Forsvaret, nu som Kaptajn af reserven hvor jeg underviser på Føringskursus for reserven.
Valgt til Regionsrådet i Region Hovedstade for første gang i 2013 og siden 2022 medlem af Europa-Parlamentet.","Jeg genopstiller til Europa-Parlamentet, fordi jeg mener, at vi står overfor en række grænseoverskridende og alvorlige udfordringer. Det er kun igennem fælles løsninger i EU vi kan adressere klimaet, migrationen, vores sikkerhed og meget andet. Det vil jeg gerne være med til at arbejde for vi gør på en balanceret og realistisk måde, hvor vi får befolkningerne med.",138-bergur-loekke-rasmussen
122,Magnus,Bigum,122-magnus-bigum-a-980.jpg,,M,2001-01-30T00:00:00,Danmarksdemokraterne ‒ Inger Støjberg,Øster Tørslev,8983,https://www.facebook.com/profile.php?id=61556183723333,https://danmarksdemokraterne.dk/forside/ep-kandidater-538/,https://www.instagram.com/magnusbigum?igsh=Z280bmdob2w5b25i&utm_source=qr,,Studerende,Erhvervsuddannelse,"Medstifter af Danmarksdemokraternes Ungdom
Organisatorisk næstformand i Danmarksdemokraternes Ungdom
Rustfri klejnsmed
","Jeg er 23 år gammel og i lære som rustfri klejnsmed. EU er blevet en virkelighedsfjern institution, som bruger sin energi på opgaver, medlemslandene selv kan løse. Det skal der simpelthen laves om på, ellers mister vi befolkningen på perronen, fordi man ikke kan se sig selv i det længere. Der skal fornuft tilbage til politik.",122-magnus-bigum
159,Julie,Jacobsen,159-julie-jacobsen-a-400.jpeg,,F,1985-02-19T00:00:00,Dansk Folkeparti,Odsherred,,https://www.facebook.com/JulieJacobsenDF/,,,https://twitter.com/jl_jacobsen,Byråds- eller regionsrådsmedlem,Kandidat-/masteruddannelse,"Cand.Scient.Adm fra Roskilde Universitet.

Jeg sidder i min anden periode i Odsherreds Byråd, hvor jeg er Formand for Trivsel-, Sundheds- og Forebyggelsesudvalget. Ligesom jeg har plads i Økonomiudvalget, samt Klima- og Miljøudvalget. Jeg er første suppleant til Regionsrådet i Region Sjælland, og har tidligere haft en periode i Regionsrådet hvor jeg var Udvalgsformand, Udvalgsnæstformand og medlem","Min fødder er dybt plantet i den danske jord, mit hoved er fyldt med den dansk kultur og jeg elsker den danske histories fortællinger. Jeg kæmper for dem der ikke selv kan komme til orde, jeg er løsnings- og kompromissøgende i politiske sammenhænge.

Jeg har tre mærkesager:
- Danmark skal bevares som suveræn nation. 
- EU skal være et samarbejde.
- Samarbejdet skal gavne de svageste borgere.",159-julie-jacobsen
125,Susanne,Damsgaard,125-susanne-damsgaard-a-307.jpg,Jakob Kjærum,F,1961-02-26T00:00:00,Danmarksdemokraterne ‒ Inger Støjberg,,,,,,,Ikke oplyst,Ikke oplyst,,,125-susanne-damsgaard
103,Julius,Schubring,103-julius-schubring-a-224.png,default,M,1987-03-02T00:00:00,Alternativet,Aalborg,9000,https://www.facebook.com/juliusschubring,,https://www.instagram.com/juliusschubring/,,Privat ansat/selvstændig,Kandidat-/masteruddannelse,"Energiineniør, bæredygtige energisystemer","EU-borger, født og opvokset i Tyskland, bosæt i Danmark siden 2020.
Jeg lever den europæiske ide hver dag. Fællesskaber gør os stærkere og vores forskellige kulturer mere robuste.

Jeg vil fremme lokalsamfundet i en stærk og progressiv EU.",103-julius-schubring
58,Martin,Schepelern,58-martin-schepelern-a-361.jpg,,M,1974-06-21T00:00:00,Radikale Venstre,København,,https://www.facebook.com/martin.schepelern.regionh.dk?locale=da_DK,https://www.linkedin.com/in/martin-schepelern-03aaaa5/,,,Privat ansat/selvstændig,Erhvervsuddannelse,,"Jeg stiller op til EU parlamentet, fordi jeg tror på at EU er løsningen på de udfordringer vi står overfor. Jeg tror også på at de socialliberale værdier skal styrkes. Det vil sige, et transparant demokrati, en stærk retsstat med fokus på borgernes rettigheder og institutionernes uafhængighed. Jeg tror også på at de sekulære værdier og på alle befolkningsgruppers rettgiheder og tryghed",58-martin-schepelern
64,Nana,Højlund,64-nana-hoejlund-a-451.jpg,,F,1988-11-15T00:00:00,Enhedslisten – De Rød-Grønne,Randers,,https://www.facebook.com/NanaHojlund,,https://www.instagram.com/nanaenhedslisten/,,Ikke oplyst,Erhvervsuddannelse,"Social- og sundhedsassistent 2015-17
Afdelingsnæstformand i FOA Randers 2017-2023
Formand FH Østjylland 2024","Da jeg arbejdede på et lokalt plejehjem i Syddjurs kommune, gik det op for mig, at EU laver lovgivning på mange områder, som påvirker den helt almindelige danskers liv og arbejdsliv, hver dag. Det gik op for mig, at den offentlige velfærd var fuldkommen reguleret af finanspagten. EU ved altså ikke, hvordan vi skal forvalte vores penge på ældre, børn og syge, det ved vi allerbedst selv.",64-nana-hoejlund
131,Dina,Person,131-dina-person-a-677.PNG,,F,1996-01-11T00:00:00,Danmarksdemokraterne ‒ Inger Støjberg,Slagelse,4200,https://www.facebook.com/p/Dina-Person-Danmarksdemokraterne-61556197732880/,,,,Offentligt ansat,Kandidat-/masteruddannelse,"Uddannet sygeplejerske med kandidat i klinisk sygepleje. 
Jeg arbejder til hverdag som klinisk sygeplejespecialist i retspsykiatrien. Men har erfaring fra specialområdet og somatiske sygehuse. ","Der kommer kun forandringer hvis man selv gider at kæmpe for dem! Jeg har på baggrund af mit arbejde, erfaret hvordan danskerne begrænses af EU og ved, at jeg bedst muligt vil kunne underbygge danske værdier på et internationalt plan. Jeg har en realistisk og logisk måde at forholde mig til det danske og europæiske samfund på, der giver den bedste refleksive beslutningsproces. ",131-dina-person
69,Stine Ry,Andersen,69-stine-ry-andersen-a-165.jpg,,F,2000-01-17T00:00:00,Enhedslisten – De Rød-Grønne,Aalborg,,https://www.facebook.com/StineryandersenEL/,,https://www.instagram.com/stineryandersen/,https://twitter.com/stine_ry,Studerende,Bachelor-/diplomuddannelse,"Jeg var kandidat til sidste folketingsvalg, hvor jeg virkelig fik blod på tanden efter at være kandidat for Enhedslisten. Jeg sidder desuden i forretningsudvalget i Rød-Grøn Ungdom, hvor jeg knokler på med at få flere med i det politiske fællesskab på venstrefløjen, og rykke vigtige dagsordener gennem stærke kampagner.","Jeg synes at det er vigtigt, at Enhedslisten er med til at fastlægge den politik, som vedtages i EU. Der bliver simpelthen nød til at være nogen med ved bordet, som vil gøre en indsats realisere EU's 2030-mål co2-reduktion og grøn omstilling. Vi skal også gøre en indsats for at sikre de demokratiske rettigheder, hvad end der er tale om den gode arbejdsplads eller retten til at være den man er. ",69-stine-ry-andersen
109,Henrik,Dahl,109-henrik-dahl-a-996.png,,M,1960-02-20T00:00:00,Liberal Alliance,Ribe,6760,https://www.facebook.com/HenrikDahlLA,https://www.liberalalliance.dk/henrik-dahl/,https://www.instagram.com/denhenrikdahl/,https://twitter.com/SociologenHD,Folketingsmedlem,Ph.d.-uddannelse,,"Jeg stiller op fordi EU står overfor et afgørende valg. 

Ønsker du et blåt Europa, der fokuserer på de faktiske fælles problemer, som vi står over for? Eller ønsker du et rødt Europa med mere fokus på overregulering, kønskvoter og øremærket barsel? 

I mine øjne skal EU fokusere på det, der ikke alene kan sikres i de enkelte medlemslande. De hegnspæle er afgørende for vores fremtid. ",109-henrik-dahl
124,Lars,Bregnbak,124-lars-bregnbak-a-707.jpg,Danmarksdemokraterne,M,1963-07-27T00:00:00,Danmarksdemokraterne ‒ Inger Støjberg,Helsinge,3200,https://www.facebook.com/lbregnbak,www.danmarksdemokraterne.dk,,,Privat ansat/selvstændig,Grundskole,,For at få mindre EU LOV i Danmark og lade Danmark selv bestemme de love der påvirker den enkelte dansker .,124-lars-bregnbak
13,Asger,Christensen,13-asger-christensen-a-206.jpg,,M,1958-01-08T00:00:00,"Venstre, Danmarks Liberale Parti",Jordrup,,https://www.facebook.com/AsgerEU,https://www.asgerchristensen.dk/,https://www.instagram.com/landmandenieu,https://twitter.com/AsgeriEU,Europa-Parlamentariker,Erhvervsuddannelse,"Jeg har over 40 års erfaring som landmand og de seneste 5 
år i Europa-Parlamentet for Venstre, står  jeg for en solid forbindelse mellem den jyske muld og EU’s politiske maskinrum. 
Som næstformand for EU’s fiskeriudvalg  og medlem af landbrugsudvalget og 
miljøudvalget har jeg de sidste 5 år arbejdet benhårdt for at fremme væksten og mindske bureaukratiet i EU.","Jeg har over 40 års erfaring som landmand og de seneste 5 år i Europa-Parlamentet for Venstre.  Jeg stårfor en solid forbindelse mellem den jyske muld og EU’s politiske maskinrum.  Som landmand mærker jeg hver dag, hvordan lovgivningen påvirker det virkelige liv.
",13-asger-christensen
93,Elias Julius,Binggeli,93-elias-julius-binggeli-a-797.JPG,Julius Tybjerg Christensen,M,2002-12-23T00:00:00,SF - Socialistisk Folkeparti,Laugø,,https://www.facebook.com/profile.php?id=61553844230320,,https://www.instagram.com/eliasjbinggelisf/,https://twitter.com/EliasJBinggeli,Leder,Grundskole,,"Jeg stiller op fordi den verden jeg og mine fremtidige børn skal leve i, er ved at blive ødelagt af den nuværende politik. Vi skal have gode unge stemmer, der brænder for at gøre en forskel, ned i parlamentet.",93-elias-julius-binggeli
171,Asmus,Vilster,171-asmus-vilster-a-290.jpg,,M,2001-09-11T00:00:00,Radikale Venstre,København S,2300,https://www.facebook.com/profile.php?id=61557531752033,https://www.radikale.dk/mennesker/asmus-vilster/,https://www.instagram.com/asmus_vilster/,https://twitter.com/AsmusVilster,Studerende,Bachelor-/diplomuddannelse,"Til dagligt læser jeg Statskundskab på Københavns Universitet og arbejder ved siden af som Juniorkonsulent i Djøf. Derudover bruger jeg også en del timer af mit liv på at være aktiv i ungdomspolitik. Jeg sidder i EU og udenrigsudvalget i Radikal Ungdom og sidder med i Europæisk Ungdoms politiske udvalg, hvor jeg også er næstformand i København.","Som alle kedelige politikere før mig har svaret: jeg gør det fordi det er vigtigt for mig. Det er vigtigt for mig, fordi fløjene i politik ikke skal have mere magt. Det er vigtigt for mig, fordi løsninger på vores tids vigtigste problemer løses bedre med 450 millioner europæere end med 6 millioner danskere. Og endeligt stiller jeg op fordi, at ungdommen skal høres - også når det handler om EU!",171-asmus-vilster
77,Rasmus,Nordqvist,77-rasmus-nordqvist-a-498.jpeg,,M,1975-07-18T00:00:00,SF - Socialistisk Folkeparti,København ,2200,https://www.facebook.com/rasmus.nordqvist/,https://sf.dk/politiker/rasmus-nordqvist/,https://www.instagram.com/rnordqvist/,https://twitter.com/rasmusnordqvist,Udenfor arbejdsmarkedet,Ikke oplyst,"Jeg er udannet designer og har arbejde i modebranchen før jeg gik ind i politik. Jeg sad i folketinger fra 2015-2022 hvor jeg arbejdede særligt med klima, natur, landbrug og Europa. Siden 2022 har jeg siddet i ledelsen af Det Europæiske Grønneparti. ","Jeg har arbejdet i modebranchen det meste af mit liv, en industri og et system, der er langt fra bæredygtigt, men der manglede vilje til reel forandring. Derfor gik jeg ind i politik for at være med til at skabe de nødvendige forandringer, der skal til for at bekæmpe klimakrisen, sikre naturen og miljøet, og forhindre udnyttelse af mennesker på den anden side af kloden blot for pengenes skyld. ",77-rasmus-nordqvist
31,Flemming Kent Vesterby,Agerskov,31-flemming-kent-vesterby-agerskov-a-521.jpg,,M,1962-01-09T00:00:00,Det Konservative Folkeparti,Frederikshavn,,,,,,Leder,Kandidat-/masteruddannelse,"Realeksamen 1976. Studentereksamen 1979, Sergentskole 1980, Officersskole 1985, Videreuddannelse I 1989-1990, Videre uddannelse II 1994-1995, 4½ år udsendelser i missioner, slutgrad oberst, pensioneret 2021, Ansat Hjørring Sygehus 21/22 og nu leder af Veteranhjem Aalborg.",Fordi jeg har et dybfølt ønske om at gøre en forskel ved at bruge min livserfaring til Nordjyllands og Danmarks bedste.,31-flemming-kent-vesterby-agerskov
81,Kristine Amalie,Rostgård,81-kristine-amalie-rostgaard-a-690.jpg,,F,1987-10-17T00:00:00,SF - Socialistisk Folkeparti,Hvidovre,2650,https://www.facebook.com/KristineAmalieRostgaardSF,https://sf.dk/politiker/kristine-amalie-rostgaard/,https://www.instagram.com/kristineamalierostgaard,,Offentligt ansat,Kandidat-/masteruddannelse,,"Mit politiske liv startede som tovholder i #HvorErDerEnVoksen, som kæmper for få bedre vilkår for vores børn i daginstitutionerne. Kampen for børn og unges trivsel har jeg fortsat i kommunalpolitik, og jeg vil fortsat sætte fokus på det i EU, for det er en hjertesag for mig. 
Bedre trivsel kræver for mig at se handling på klima, sikkerhed og børn og unges rettigheder. ",81-kristine-amalie-rostgaard
49,Frederik Aagaard,Sørensen,49-frederik-aagaard-soerensen-a-517.jpg,Daniel Stilling Germer,M,1985-12-26T00:00:00,Radikale Venstre,Aarhus,,https://www.facebook.com/FrederikAagaardSorensen,,https://www.instagram.com/frederikaagaardsorensen/,https://twitter.com/Frederik_Aa,Offentligt ansat,Kandidat-/masteruddannelse,Født i Aabenraa i Sønderjylland i 1985. HTX student i 2006. Cand.scient.pol i 2015. Jeg arbejder med økonomistyring i en større offentlig organisation.,"Jeg stiller op til Europa-Parlamentet fordi EU politik er vigtigt. Det er vigtigt at vi har et Europa der både kan og tør stå i egen ret når vi skal løse vores udfordringer indenfor klima, sikkerhed og økonomi. Derfor mener Jeg, at der er brug for en positiv europapolitisk stemme for, hvordan EU skal se ud om 5, 10 og 15 år.",49-frederik-aagaard-soerensen
16,Marianne,Lynghøj,16-marianne-lynghoej-a-271.jpg,Jens Honore,F,1988-03-31T00:00:00,"Venstre, Danmarks Liberale Parti",Kgs. Lyngby,2800,https://www.facebook.com/StemLynghoj,https://stemlynghoj.nu/,https://www.instagram.com/lynghoj/,,Privat ansat/selvstændig,Kandidat-/masteruddannelse,"Uddannelse: 
Cand.scient.pol (2012), MBA (2021)

Erhvervserfaring: 
Rådgiver Europa-Parlamentet (2014-2016)
Særlig rådgiver (2016-2017)
Rådgiver, partner og vicedirektør, Ulveman & Børsting (2017-2022)
Chefkonsulent, Landbrug & Fødevarer (2022-)","Jeg stiller op til Europa-Parlamentet, fordi jeg vil bidrage til at gøre klimamål til klimahandling. EU har leveret klimamål, men vi mangler klimahandling. Med min baggrund i dansk erhvervsliv har jeg oplevet, hvordan bureaukrati står i vejen for reelle klimaløsninger. Jeg vil rydde op i regeljunglen og bidrage til at skabe en grøn økonomi, hvor frihed, velstand og bæredygtighed går hånd i hånd.",16-marianne-lynghoej
42,John,Hoppe,42-john-hoppe-a-66.jpg,,M,1975-12-20T00:00:00,Det Konservative Folkeparti,Odense S,,,johnhoppe.konservative.dk,,,Ikke oplyst,Ikke oplyst,,"Jeg er opvokset i en familie af efterskolelærere og
erhvervsdrivende og med en forståelse af, at frihed og ansvar
hænger sammen, at vi er fælles om at skabe vores samfund og
at vores fælles værdier er noget man skal værne om.

Jeg stiller op som EU kandidat for, at gøre en forskel, være ansvar-
lig i samtlige af mine beslutninger og være danmarks stemme.",42-john-hoppe
129,Niklas Fritz,Kjærulff,,,,,Danmarksdemokraterne ‒ Inger Støjberg,,,,,,,Ikke oplyst,Ikke oplyst,,,129-niklas-fritz-kjaerulff
74,Runa Friis,Hansen,74-runa-friis-hansen-a-755.jpeg,,F,1984-08-27T00:00:00,Enhedslisten – De Rød-Grønne,Brønderslev,,https://m.facebook.com/profile.php?id=731231924&name=xhp_nt__fb__action__open_user https://m.facebook.com/profile.php?id=731231924&name=xhp_nt__fb__action__open_user,,https://www.instagram.com/eksempel/runa_friis_skagen ,,Folketingsmedlem,Bachelor-/diplomuddannelse,"Skagen sømandshjem. 
Skagen dækservice
Sadolin Skagen
Børne/familie rådgiver Hjørring kommune.
Pædagogmedhjælper Aalborg kommune.
Beskæftigelsesrådgiver.
Plejehjemsansat ved Kornumgård plejehjem.
Byråd og folketing.
","Jeg stiller op fordi at EU har så uendelig meget indflydelse på vores hverdag. Vi skal fortsætte vores røde og grønne dagsorden og vi skal fortsætte kampen for et mere gennemsigtigt EU. Jeg mener at det er vigtigt at Enhedslisten fortsat er repræsenteret i Europa-Parlamentet, vi er dem der tør at at tage kampen op med lobbyisternes alt for store indflydelse. ",74-runa-friis-hansen
47,Charlotte Amdi,Burgess,47-charlotte-amdi-burgess-a-112.jpg,Flemming Leitorp,F,1975-11-19T00:00:00,Radikale Venstre,København Ø,2100,https://www.facebook.com/CharlotteBurgessEP,https://www.radikale.dk/mennesker/charlotte-amdi-burgess/,https://www.instagram.com/x_burgess/,https://twitter.com/AmdiBurgess,Offentligt ansat,Kandidat-/masteruddannelse,"Jeg er uddannet cand. polit. (økonom) og arbejde i 13 år som embedsmand i forskellige ministerier. I 2015 sagde jeg mit job og begyndte at læse til meritlærer. Nu arbejder jeg som lærer på en folkeskole i Rudersdal i matematik, engelsk og samfundsfag. ","Vi har brug for et progressivt Europa-Parlament, der vil kæmpe for rettigheder, klima og bæredygtighed, og som vil prioritere fremtidens teknologier over fossil energi og et miljøbelastende landbrug. Den kamp vil jeg gerne kæmpe.",47-charlotte-amdi-burgess
145,Ivar,Nørlund,,,,,Moderaterne,,,,,,,Ikke oplyst,Ikke oplyst,,,145-ivar-noerlund
60,Nikolai,Tange,60-nikolai-tange-a-570.jpg,,M,2001-05-15T00:00:00,Radikale Venstre,København S,2300,https://www.facebook.com/nikolaitangeRV,https://www.radikale.dk/mennesker/nikolai-tange/,https://www.instagram.com/nikolaitange/,https://twitter.com/nikolaitangek,Studerende,Gymnasial uddannelse,"- HHX fra IBC Kolding (2018-2021)
- Praktik i Udlandet / Oplæring i Udlandet hos Mercedes-Benz i Stuttgart, Tyskland (2021-2022)
- Lærervikar på Alminde-Viuf Fællesskole (efterår/vinter 2022-2023)
- Værnepligtig hos Danske Artilleriregiment, Hold 1, 2023, 2.DEL, 1. BAT. 
- Studerende på BSc International Business and Politics på CBS (2023-2026)
- Studentermedhjælper hos Mercedes-Benz Danmark","Jeg er en 22 årig ung, studerende. Jeg går til dagligt på BSc International Business and Politics på CBS og arbejder som studentermedhjælper hos Mercedes-Benz Danmark. 

Jeg stiller op, fordi jeg er træt af fortællingen om, at vi skal lukke os om os selv, når vi ser store problemer som flygtningekrise, Ukraine og ",60-nikolai-tange
123,Benny,Bindslev,123-benny-bindslev-a-88.jpg,,M,1963-08-08T00:00:00,Danmarksdemokraterne ‒ Inger Støjberg,Kastrup,2770,,,,,Byråds- eller regionsrådsmedlem,Erhvervsuddannelse,,,123-benny-bindslev
41,Martin Vendel,Nielsen,41-martin-vendel-nielsen-a-599.jpg,,M,1972-07-02T00:00:00,Det Konservative Folkeparti,Virum,,https://www.facebook.com/stempaamartinvendelnielsen,http://www.mvn.dk/,https://www.instagram.com/martinvendelnielsen/,https://www.twitter.com/@vendelmartin/,Offentligt ansat,Kandidat-/masteruddannelse,"2022- Centeradministrator, DTU Fysik
2020-2022 Akademisk medarbejder, VUC Lyngby
2014-2021 Gymnasielærer, Rungsted Gymnasium
2007-2014 Gymnasielærer, Frederikssund Gymnasium
2004-2007 Gymnasielærer Aurehøj Gymnasium","Jeg stiller op for at skabe en grøn og sikker fremtid for mine børn, for Danmark og for Europa!",41-martin-vendel-nielsen
148,Dea,Kehler,148-dea-kehler-a-779.jpg,moderaternes fotograf på Christiansborg ,F,1971-03-14T00:00:00,Moderaterne,Højbjerg,8270,https://www.facebook.com/profile.php?id=61555700043011,deakehler.dk, https://www.instagram.com/dea_kehler_,,Leder,Kandidat-/masteruddannelse,"Uddannelseschef og Overlæge i Akutmedicin | Ph.d. i medicin. Mayo Clinic Research Collaborator. Innovations- og datadrevet leder. Diplom i intensiv medicin. Master i ledelse, organisation og læringsprocesser. Speciallæge i almen medicin. Diplom i organisationspsykologi. ","Jeg stiller op til EP valget, fordi det er vigtigere end nogensinde at tage tage ansvar og være politisk aktiv ift. forsvar, miljø, sundhed, arbejdskraft, de europæiske værdier og demokratiet  
Jeg fandt det rette parti, den rette dagsorden og rette tidspunkt at tage ansvar   ",148-dea-kehler
32,Jacob,Rosenberg,32-jacob-rosenberg-a-544.jpg,,M,1964-08-15T00:00:00,Det Konservative Folkeparti,Frederiksberg,2000,https://www.facebook.com/JacobRosenbergPolitiker,www.jacobrosenberg.dk,https://www.instagram.com/jacobrosenberg4/,https://twitter.com/jacobrosenberg2,Offentligt ansat,Ph.d.-uddannelse,"Jeg har været gift i 30 år, og vi har 4 skønne børn, som er født og opvokset på Frederiksberg. Jeg er overlæge på Herlev Hospital og professor i kirurgi. Jeg sidder i Regionsrådet i Region Hovedstaden og er 1. suppleant til kommunalbestyrelsen på Frederiksberg. Udover sundhedsområdet er jeg selvfølgelig optaget af alle de politiske emner, både i regionen, kommunen og nu ved valget til EU.","EU har stor indflydelse på vores hverdag selv i lille Danmark, og derfor er det interessant at kunne få lov til at påvirke beslutningerne i EU. Jeg har erfaring fra lokalpolitik og har nu ""blod på tanden"" til noget mere.",32-jacob-rosenberg
20,Torsten Laksafoss,Holbek,20-torsten-laksafoss-holbek-a-981.jpg,,M,1980-10-27T00:00:00,"Venstre, Danmarks Liberale Parti",Bruxelles,1000,https://www.facebook.com/torstenlaksafossholbek/,https://www.venstre.dk/personer/torsten-laksafoss-holbek,https://www.instagram.com/tlholbek/,https://twitter.com/tlholbek,Leder,Kandidat-/masteruddannelse,"Jeg er direktør for NLA, som er en fællesorganisation for fire nordiske vognmandsorganisationer i Bruxelles. Jeg kommer med en lang erhvervspolitisk karriere fra Bruxelles, som startede med fem år i Europa-Parlamentet som politisk assistent og kontorleder for Morten Løkkegaard. Har også arbejdet for Dansk Arbejdsgiverforening og PA-bureauet, Kreab i Bruxelles. ","For at kæmpe for, at Europa bliver ved med at være det bedste, frieste og rigeste kontinent at leve på. ",20-torsten-laksafoss-holbek
29,Tina-Mia,Eriksen,29-tina-mia-eriksen-a-935.jpg,,F,1993-03-30T00:00:00,Det Konservative Folkeparti,Ringsted,4100,https://www.facebook.com/TinamiaKonservative,,https://www.instagram.com/_tinamia/,,Offentligt ansat,Bachelor-/diplomuddannelse,"Jeg er 31 år og arbejder som specialsygeplejerske i psykiatrien i Slagelse (2018). Udover mit arbejde er jeg valgt til Ringsted Byråd (2018) og regionsrådet (2021) for Det Konservative Folkeparti. Min sundheds- og parlamentariske erfaring giver mig det nødvendige grundlag for at være en effektiv parlamentariker i Europa-Parlamentet, der kan skabe forandring.","Jeg stiller op til Europa-Parlamentet med formålet at støtte et EU, der fremmer venskabelige og dynamiske samarbejder på tværs af nationale grænser, samtidig med at medlemsstaternes suverænitet respekteres. Danmarks deltagelse i EU bør fokusere på fælles udfordringer såsom grænseoverskridende organiseret kriminalitet, handelsinteresser og internationale løsninger på klimaproblemer. Det er vigtigt",29-tina-mia-eriksen
75,Clara,Turms,75-clara-turms-a-228.png,Lizette Kabré,F,1996-04-11T00:00:00,Enhedslisten – De Rød-Grønne,Bruxelles,1060,https://www.facebook.com/TurmsClara,,https://www.instagram.com/claraturms/,https://twitter.com/TurmsClara,Privat ansat/selvstændig,Kandidat-/masteruddannelse,"Jeg arbejder i Enhedslistens EU-kontor som politisk rådgiver inden for klima- og flygtningepolitik.
Inden det færdiggjorde jeg min kandidat i Statskundskab med særligt fokus på flygtningepolitik og menneskerettigheder. Under studiet havde jeg bl.a. et studiejob i Dansk Flygtningehjælp. Og så har jeg været tjener en helt masse forskellige steder, og arbejdet på en biodynamisk gård.
","Jeg vil kæmpe for et EU, der sætter menneskerettigheder, ligestilling og klimahandling før kortsigtet profit. Sikrer EU ikke klimahandling nu, er det fremtidens generationer, der kommer til at betale regningen. EU’s beslutninger påvirker også mennesker uden for EU’s grænser. EU skal sikre menneskerettighederne for flygtninge og migranter, og sikre en øjeblikkelig og varig våbenhvile i Gaza.",75-clara-turms
3,Andi Helbo,Sejersen,3-andi-helbo-sejersen-a-311.png,,M,1988-05-18T00:00:00,Socialdemokratiet,Vejle,7100,https://www.facebook.com/andi.sejersen,,https://www.instagram.com/andisejersen/,,Privat ansat/selvstændig,Erhvervsuddannelse,"Paramediciner, ambulanceredder siden 2012
Fællestillidsrepræsentant
Redaktør, fagbladet REDDEREN","Altid har lysten til at hjælpe fulgt mig. At være til stede når folk er i krise eller sorg, sætter livet i perspektiv. Jeg har set, hvor stor en forskel vi kan gøre med en simpel håndsrækning. Dette empatiske livssyn er min grundsten i politikken.
Europas udfordringer kræver at vi kan – vil og tør - tage de nødvendige beslutninger, men med sociale balancer. Det kræver både empati og handlekraft.",3-andi-helbo-sejersen
167,Stine,Steffensen,,,,,Dansk Folkeparti,,,,,,,Ikke oplyst,Ikke oplyst,,,167-stine-steffensen
182,Jacob,Stryhn,182-jacob-stryhn-a-946.jpg,,M,1970-10-03T00:00:00,Det Konservative Folkeparti,Korsør,,https://www.facebook.com/StemJacobStryhn,https://www.jacobstryhn.dk,https://www.instagram.com/jacobstryhn_officiel,https://www.twitter.com/JacobAGStryhn,Privat ansat/selvstændig,Erhvervsuddannelse,"53 år, født som fynbo, opvokset på Lolland, udlært på Falster, bor i Korsør.
Udlært håndværker og stadigvæk aktør i byggebranchen, bl.a. indehaver af et ingeniørfirma. Serieiværksætter med 30 års erhvervserfaring i forskellige brancher. Formand for Det Konservative Folkeparti i Slagelse Kommune samt folketingskandidat in spe og nu også på listen til Europaparlamentsvalget.","Europa står overfor det vigtigste valg igennem årtier. Kæmpe emner skal håndteres og med skelsættende betydning for såvel nuværende som kommende generationer. Derfor stiller jeg op, da jeg mener at jeg kan bidrage med at få Europa i den rigtige retning og sikre at de fremtidige generationer også kan leve trygt og godt i et fredfuldt Europa, båret på fælleskabets byggesten. ",182-jacob-stryhn
10,Niels,Fuglsang,10-niels-fuglsang-a-658.jpg,Mew,M,1985-06-29T00:00:00,Socialdemokratiet,København,,https://www.facebook.com/NfuglsangEP,https://nielsfuglsang.dk/,https://www.instagram.com/nfuglsang,https://twitter.com/nielsfuglsang,Europa-Parlamentariker,Ph.d.-uddannelse,"Jeg gik i folkeskole i Thy og Næstved, og jeg voksede op med brødre og søstre - og hund og kat, grise og køer. Jeg har skrevet Ph.d. om økonomiske regnemodeller i København ved CBS, og når jeg ikke pendler mellem Bruxelles og Danmark, så peger pilen mod Østjylland, hvor jeg bruger tiden med min kæreste.","Jeg har været medlem af Europa-Parlamentet siden 2019 og genopstiller den 9. juni 2024. Jeg stiller op, fordi jeg mener, at vi har brug for en fair og grøn EU-politik, der gør os uafhængige af fremmede magter, fremmer den grønne omstilling og sikrer, at dem der har mest også bidrager til de nødvendige investeringer i fællesskabet. ",10-niels-fuglsang
82,Melina,Andersen,82-melina-andersen-a-285.jpg,,F,1994-08-25T00:00:00,SF - Socialistisk Folkeparti,Aalborg,,https://www.facebook.com/MelinaAndersenSF/,https://sf.dk/politiker/melina-andersen/,www.instagram.com/melinaandersensf,,Ikke oplyst,Ikke oplyst,,,82-melina-andersen
136,Morten Vehl,Revsbeck,136-morten-vehl-revsbeck-a-934.jpg,,M,1974-04-01T00:00:00,Danmarksdemokraterne ‒ Inger Støjberg,Kjellerup,8620,https://www.facebook.com/?locale=da_DK,,,,Leder,Kandidat-/masteruddannelse,,"Jeg stiller mig til rådighed, da jeg mener at vi i DD kan være med til at gøre en politisk forskel, der gavner EU, men især også gavner danskerne. Vi skal af med rigide regler, der stiller os konkurrencemæssigt dårligt. Vi trænger til mere sund fornuft i EU.",136-morten-vehl-revsbeck
